County|Contest|Candidate|CountyVotes|CountyPercent|StateVotes|StatePercent
Cherokee|Kansas House of Representatives 002|L-Larry Monaghan|20|5|167|3
Cherokee|Kansas House of Representatives 002|R-Jeffrey G. Jeff Locke|137|36|2781|43
Cherokee|Member, State Board of Education 009|D-Robert E. Medford|2292|39|22129|32
Cherokee|Member, State Board of Education 009|R-Jana Shaver|3521|61|48156|69
Cherokee|Supreme Court Justice- 01|Carol A. Beier  - YES|2414|46|439474|63
Cherokee|Supreme Court Justice- 01|Carol A. Beier - NO|2784|54|256806|37
Cherokee|Supreme Court Justice- 02|Dan Biles  - YES|2271|45|424952|62
Cherokee|Supreme Court Justice- 02|Dan Biles - NO|2811|55|261169|38
Cherokee|Supreme Court Justice- 03|Lawton R. Nuss  - YES|2284|45|428828|63
Cherokee|Supreme Court Justice- 03|Lawton R. Nuss - NO|2805|55|257019|38
Cherokee|Supreme Court Justice- 05|Marla J. Luckert  - YES|2304|46|428714|63
Cherokee|Supreme Court Justice- 05|Marla J. Luckert - NO|2751|54|255057|37
Cherokee|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|5356|93|710255|89
Cherokee|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|411|7|91004|11
Cherokee|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|3559|63|493764|62
Cherokee|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|2106|37|297382|38
Cheyenne|United States Senate|D-Lisa Johnston|100|9|215270|26
Cheyenne|United States Senate|L-Michael Wm. Dann|15|1|17437|2
Cheyenne|United States Senate|F-Joseph (Joe) K. Bellis|11|1|11356|1
Cheyenne|United States Senate|R-Jerry Moran|1005|89|578768|70
Cheyenne|United States House of Representatives 001|D-Alan Jilka|148|13|43385|23
Cheyenne|United States House of Representatives 001|L-Jack Warner|31|3|6415|3
Cheyenne|United States House of Representatives 001|R-Tim Huelskamp|935|84|140447|74
Cheyenne|Governor / Lt. Governor|D-Tom Holland|160|14|264214|32
Cheyenne|Governor / Lt. Governor|L-Andrew P. Gray|19|2|21932|3
Cheyenne|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|16|1|15050|2
Cheyenne|Governor / Lt. Governor|R-Sam Brownback|922|83|522540|63
Cheyenne|Secretary of State|D-Chris Biggs|206|19|302102|37
Cheyenne|Secretary of State|L-Phillip Horatio Lucas|28|3|16946|2
Cheyenne|Secretary of State|F-Derek Langseth|24|2|13482|2
Cheyenne|Secretary of State|R-Kris Kobach|837|76|482979|59
Cheyenne|Attorney General|D-Steve Six|253|23|342004|42
Cheyenne|Attorney General|L-Dennis Hawver|31|3|24000|3
Cheyenne|Attorney General|R-Derek Schmidt|825|74|453629|55
Cheyenne|State Treasurer|D-Dennis McKinney|311|29|334245|41
Cheyenne|State Treasurer|R-Ron Estes|768|71|474175|59
Cheyenne|Kansas House of Representatives 120|D-Robert Strevey|232|21|1406|20
Cheyenne|Kansas House of Representatives 120|R-Ward Cassidy|860|79|5618|80
Cheyenne|Supreme Court Justice- 01|Carol A. Beier  - YES|446|51|439474|63
Cheyenne|Supreme Court Justice- 01|Carol A. Beier - NO|431|49|256806|37
Cheyenne|Supreme Court Justice- 02|Dan Biles  - YES|403|47|424952|62
Cheyenne|Supreme Court Justice- 02|Dan Biles - NO|449|53|261169|38
Cheyenne|Supreme Court Justice- 03|Lawton R. Nuss  - YES|436|51|428828|63
Cheyenne|Supreme Court Justice- 03|Lawton R. Nuss - NO|420|49|257019|38
Cheyenne|Supreme Court Justice- 05|Marla J. Luckert  - YES|420|50|428714|63
Cheyenne|Supreme Court Justice- 05|Marla J. Luckert - NO|426|50|255057|37
Cheyenne|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|951|94|710255|89
Cheyenne|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|56|6|91004|11
Cheyenne|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|622|61|493764|62
Cheyenne|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|404|39|297382|38
Clark|United States Senate|D-Lisa Johnston|94|10|215270|26
Clark|United States Senate|L-Michael Wm. Dann|19|2|17437|2
Clark|United States Senate|F-Joseph (Joe) K. Bellis|3|0|11356|1
Clark|United States Senate|R-Jerry Moran|788|87|578768|70
Clark|United States House of Representatives 001|D-Alan Jilka|127|14|43385|23
Clark|United States House of Representatives 001|L-Jack Warner|42|5|6415|3
Clark|United States House of Representatives 001|R-Tim Huelskamp|728|81|140447|74
Clark|Governor / Lt. Governor|D-Tom Holland|140|16|264214|32
Clark|Governor / Lt. Governor|L-Andrew P. Gray|20|2|21932|3
Clark|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|16|2|15050|2
Clark|Governor / Lt. Governor|R-Sam Brownback|724|80|522540|63
Clark|Secretary of State|D-Chris Biggs|194|22|302102|37
Clark|Secretary of State|L-Phillip Horatio Lucas|24|3|16946|2
Clark|Secretary of State|F-Derek Langseth|20|2|13482|2
Clark|Secretary of State|R-Kris Kobach|633|73|482979|59
Clark|Attorney General|D-Steve Six|235|26|342004|42
Clark|Attorney General|L-Dennis Hawver|22|3|24000|3
Clark|Attorney General|R-Derek Schmidt|632|71|453629|55
Clark|State Treasurer|D-Dennis McKinney|456|51|334245|41
Clark|State Treasurer|R-Ron Estes|441|49|474175|59
Clark|Supreme Court Justice- 01|Carol A. Beier  - YES|427|61|439474|63
Clark|Supreme Court Justice- 01|Carol A. Beier - NO|279|40|256806|37
Clark|Supreme Court Justice- 02|Dan Biles  - YES|404|59|424952|62
Clark|Supreme Court Justice- 02|Dan Biles - NO|284|41|261169|38
Clark|Supreme Court Justice- 03|Lawton R. Nuss  - YES|419|61|428828|63
Clark|Supreme Court Justice- 03|Lawton R. Nuss - NO|266|39|257019|38
Clark|Supreme Court Justice- 05|Marla J. Luckert  - YES|410|60|428714|63
Clark|Supreme Court Justice- 05|Marla J. Luckert - NO|277|40|255057|37
Clark|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|853|96|710255|89
Clark|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|32|4|91004|11
Clark|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|518|60|493764|62
Clark|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|339|40|297382|38
Clay|United States Senate|D-Lisa Johnston|272|10|215270|26
Clay|United States Senate|L-Michael Wm. Dann|37|1|17437|2
Clay|United States Senate|F-Joseph (Joe) K. Bellis|26|1|11356|1
Clay|United States Senate|R-Jerry Moran|2543|88|578768|70
Clay|United States House of Representatives 001|D-Alan Jilka|519|18|43385|23
Clay|United States House of Representatives 001|L-Jack Warner|52|2|6415|3
Clay|United States House of Representatives 001|R-Tim Huelskamp|2289|80|140447|74
Clay|Governor / Lt. Governor|D-Tom Holland|514|18|264214|32
Clay|Governor / Lt. Governor|L-Andrew P. Gray|42|1|21932|3
Clay|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|52|2|15050|2
Clay|Governor / Lt. Governor|R-Sam Brownback|2293|79|522540|63
Clay|Secretary of State|D-Chris Biggs|919|32|302102|37
Clay|Secretary of State|L-Phillip Horatio Lucas|25|1|16946|2
Clay|Secretary of State|F-Derek Langseth|21|1|13482|2
Clay|Secretary of State|R-Kris Kobach|1882|66|482979|59
Clay|Attorney General|D-Steve Six|854|30|342004|42
Clay|Attorney General|L-Dennis Hawver|35|1|24000|3
Clay|Attorney General|R-Derek Schmidt|1976|69|453629|55
Clay|State Treasurer|D-Dennis McKinney|869|31|334245|41
Clay|State Treasurer|R-Ron Estes|1941|69|474175|59
Clay|Supreme Court Justice- 01|Carol A. Beier  - YES|1447|58|439474|63
Clay|Supreme Court Justice- 01|Carol A. Beier - NO|1058|42|256806|37
Clay|Supreme Court Justice- 02|Dan Biles  - YES|1386|56|424952|62
Clay|Supreme Court Justice- 02|Dan Biles - NO|1081|44|261169|38
Clay|Supreme Court Justice- 03|Lawton R. Nuss  - YES|1439|58|428828|63
Clay|Supreme Court Justice- 03|Lawton R. Nuss - NO|1034|42|257019|38
Clay|Supreme Court Justice- 05|Marla J. Luckert  - YES|1392|57|428714|63
Clay|Supreme Court Justice- 05|Marla J. Luckert - NO|1053|43|255057|37
Clay|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|2650|94|710255|89
Clay|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|183|7|91004|11
Clay|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1762|64|493764|62
Clay|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|1007|36|297382|38
Cloud|United States Senate|D-Lisa Johnston|393|13|215270|26
Cloud|United States Senate|L-Michael Wm. Dann|57|2|17437|2
Cloud|United States Senate|F-Joseph (Joe) K. Bellis|16|1|11356|1
Cloud|United States Senate|R-Jerry Moran|2570|85|578768|70
Cloud|United States House of Representatives 001|D-Alan Jilka|762|25|43385|23
Cloud|United States House of Representatives 001|L-Jack Warner|81|3|6415|3
Cloud|United States House of Representatives 001|R-Tim Huelskamp|2181|72|140447|74
Cloud|Governor / Lt. Governor|D-Tom Holland|622|21|264214|32
Cloud|Governor / Lt. Governor|L-Andrew P. Gray|69|2|21932|3
Cloud|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|77|3|15050|2
Cloud|Governor / Lt. Governor|R-Sam Brownback|2273|75|522540|63
Cloud|Secretary of State|D-Chris Biggs|954|32|302102|37
Cloud|Secretary of State|L-Phillip Horatio Lucas|43|1|16946|2
Cloud|Secretary of State|F-Derek Langseth|39|1|13482|2
Cloud|Secretary of State|R-Kris Kobach|1983|66|482979|59
Cloud|Attorney General|D-Steve Six|1001|33|342004|42
Cloud|Attorney General|L-Dennis Hawver|75|3|24000|3
Cloud|Attorney General|R-Derek Schmidt|1957|65|453629|55
Cloud|State Treasurer|D-Dennis McKinney|1109|38|334245|41
Cloud|State Treasurer|R-Ron Estes|1831|62|474175|59
Cloud|Supreme Court Justice- 01|Carol A. Beier  - YES|1440|57|439474|63
Cloud|Supreme Court Justice- 01|Carol A. Beier - NO|1089|43|256806|37
Cloud|Supreme Court Justice- 02|Dan Biles  - YES|1347|55|424952|62
Cloud|Supreme Court Justice- 02|Dan Biles - NO|1109|45|261169|38
Cloud|Supreme Court Justice- 03|Lawton R. Nuss  - YES|1483|59|428828|63
Cloud|Supreme Court Justice- 03|Lawton R. Nuss - NO|1026|41|257019|38
Cloud|Supreme Court Justice- 05|Marla J. Luckert  - YES|1309|54|428714|63
Cloud|Supreme Court Justice- 05|Marla J. Luckert - NO|1104|46|255057|37
Cloud|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|2687|92|710255|89
Cloud|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|221|8|91004|11
Cloud|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1869|65|493764|62
Cloud|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|988|35|297382|38
Coffey|United States Senate|D-Lisa Johnston|442|15|215270|26
Coffey|United States Senate|L-Michael Wm. Dann|84|3|17437|2
Coffey|United States Senate|F-Joseph (Joe) K. Bellis|47|2|11356|1
Coffey|United States Senate|R-Jerry Moran|2404|81|578768|70
Coffey|United States House of Representatives 002|D-Cheryl Hudspeth|474|16|65448|32
Coffey|United States House of Representatives 002|L-Robert Garrard|128|4|9166|5
Coffey|United States House of Representatives 002|R-Lynn Jenkins|2361|80|128083|63
Coffey|Governor / Lt. Governor|D-Tom Holland|624|21|264214|32
Coffey|Governor / Lt. Governor|L-Andrew P. Gray|101|3|21932|3
Coffey|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|76|3|15050|2
Coffey|Governor / Lt. Governor|R-Sam Brownback|2193|73|522540|63
Coffey|Secretary of State|D-Chris Biggs|838|28|302102|37
Coffey|Secretary of State|L-Phillip Horatio Lucas|69|2|16946|2
Coffey|Secretary of State|F-Derek Langseth|59|2|13482|2
Coffey|Secretary of State|R-Kris Kobach|1980|67|482979|59
Coffey|Attorney General|D-Steve Six|736|25|342004|42
Coffey|Attorney General|L-Dennis Hawver|95|3|24000|3
Coffey|Attorney General|R-Derek Schmidt|2166|72|453629|55
Coffey|State Treasurer|D-Dennis McKinney|958|33|334245|41
Coffey|State Treasurer|R-Ron Estes|1986|68|474175|59
Coffey|Kansas Senate 017|D-Jerry Karr|474|33|8108|44
Coffey|Kansas Senate 017|R-Jeff Longbine|963|67|10475|56
Coffey|Kansas House of Representatives 076|D-Susan G. Fowler|584|22|2143|31
Coffey|Kansas House of Representatives 076|R-Peggy Mast|2025|78|4692|69
Coffey|Member, State Board of Education 009|D-Robert E. Medford|649|23|22129|32
Coffey|Member, State Board of Education 009|R-Jana Shaver|2203|77|48156|69
Coffey|Supreme Court Justice- 01|Carol A. Beier  - YES|1082|46|439474|63
Coffey|Supreme Court Justice- 01|Carol A. Beier - NO|1248|54|256806|37
Coffey|Supreme Court Justice- 02|Dan Biles  - YES|1069|46|424952|62
Coffey|Supreme Court Justice- 02|Dan Biles - NO|1280|55|261169|38
Coffey|Supreme Court Justice- 03|Lawton R. Nuss  - YES|1057|45|428828|63
Coffey|Supreme Court Justice- 03|Lawton R. Nuss - NO|1270|55|257019|38
Coffey|Supreme Court Justice- 05|Marla J. Luckert  - YES|1070|45|428714|63
Coffey|Supreme Court Justice- 05|Marla J. Luckert - NO|1285|55|255057|37
Coffey|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|1957|76|710255|89
Coffey|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|613|24|91004|11
Coffey|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1258|61|493764|62
Coffey|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|821|40|297382|38
Comanche|United States Senate|D-Lisa Johnston|61|8|215270|26
Comanche|United States Senate|L-Michael Wm. Dann|9|1|17437|2
Comanche|United States Senate|F-Joseph (Joe) K. Bellis|3|0|11356|1
Comanche|United States Senate|R-Jerry Moran|713|91|578768|70
Comanche|United States House of Representatives 001|D-Alan Jilka|97|13|43385|23
Comanche|United States House of Representatives 001|L-Jack Warner|25|3|6415|3
Comanche|United States House of Representatives 001|R-Tim Huelskamp|655|84|140447|74
Comanche|Governor / Lt. Governor|D-Tom Holland|110|14|264214|32
Comanche|Governor / Lt. Governor|L-Andrew P. Gray|9|1|21932|3
Comanche|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|16|2|15050|2
Comanche|Governor / Lt. Governor|R-Sam Brownback|652|83|522540|63
Comanche|Secretary of State|D-Chris Biggs|160|21|302102|37
Comanche|Secretary of State|L-Phillip Horatio Lucas|13|2|16946|2
Comanche|Secretary of State|F-Derek Langseth|8|1|13482|2
Comanche|Secretary of State|R-Kris Kobach|567|76|482979|59
Comanche|Attorney General|D-Steve Six|198|26|342004|42
Comanche|Attorney General|L-Dennis Hawver|17|2|24000|3
Comanche|Attorney General|R-Derek Schmidt|535|71|453629|55
Comanche|State Treasurer|D-Dennis McKinney|548|70|334245|41
Comanche|State Treasurer|R-Ron Estes|241|31|474175|59
Comanche|Kansas House of Representatives 116|D-Patrick J. Maloney|192|24|3217|43
Comanche|Kansas House of Representatives 116|R-Kyle D. Hoffman|595|76|4208|57
Comanche|Supreme Court Justice- 01|Carol A. Beier  - YES|429|66|439474|63
Comanche|Supreme Court Justice- 01|Carol A. Beier - NO|224|34|256806|37
Comanche|Supreme Court Justice- 02|Dan Biles  - YES|425|66|424952|62
Comanche|Supreme Court Justice- 02|Dan Biles - NO|218|34|261169|38
Comanche|Supreme Court Justice- 03|Lawton R. Nuss  - YES|433|68|428828|63
Comanche|Supreme Court Justice- 03|Lawton R. Nuss - NO|207|32|257019|38
Comanche|Supreme Court Justice- 05|Marla J. Luckert  - YES|416|65|428714|63
Comanche|Supreme Court Justice- 05|Marla J. Luckert - NO|223|35|255057|37
Comanche|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|748|96|710255|89
Comanche|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|35|5|91004|11
Comanche|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|449|60|493764|62
Comanche|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|303|40|297382|38
Cowley|United States Senate|D-Lisa Johnston|2288|23|215270|26
Cowley|United States Senate|L-Michael Wm. Dann|221|2|17437|2
Cowley|United States Senate|F-Joseph (Joe) K. Bellis|147|2|11356|1
Cowley|United States Senate|R-Jerry Moran|7320|73|578768|70
Cowley|United States House of Representatives 004|D-Raj Goyle|3814|38|71866|36
Cowley|United States House of Representatives 004|L-Shawn Smith|258|3|4487|2
Cowley|United States House of Representatives 004|F-Susan G. Ducey|226|2|4885|3
Cowley|United States House of Representatives 004|R-Mike Pompeo|5738|57|117171|59
Cowley|Governor / Lt. Governor|D-Tom Holland|2943|29|264214|32
Cowley|Governor / Lt. Governor|L-Andrew P. Gray|222|2|21932|3
Cowley|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|247|3|15050|2
Cowley|Governor / Lt. Governor|R-Sam Brownback|6650|66|522540|63
Cowley|Secretary of State|D-Chris Biggs|3709|37|302102|37
Cowley|Secretary of State|L-Phillip Horatio Lucas|237|2|16946|2
Cowley|Secretary of State|F-Derek Langseth|190|2|13482|2
Cowley|Secretary of State|R-Kris Kobach|5791|58|482979|59
Cowley|Attorney General|D-Steve Six|4311|43|342004|42
Cowley|Attorney General|L-Dennis Hawver|299|3|24000|3
Cowley|Attorney General|R-Derek Schmidt|5440|54|453629|55
Cowley|State Treasurer|D-Dennis McKinney|4094|41|334245|41
Cowley|State Treasurer|R-Ron Estes|5855|59|474175|59
Cowley|Kansas House of Representatives 078|i-Larry Alley|2063|40|2563|42
Cowley|Kansas House of Representatives 078|D-Ed Trimmer|3162|61|3494|58
Cowley|Supreme Court Justice- 01|Carol A. Beier  - YES|6216|68|439474|63
Cowley|Supreme Court Justice- 01|Carol A. Beier - NO|2951|32|256806|37
Cowley|Supreme Court Justice- 02|Dan Biles  - YES|6003|66|424952|62
Cowley|Supreme Court Justice- 02|Dan Biles - NO|3066|34|261169|38
Cowley|Supreme Court Justice- 03|Lawton R. Nuss  - YES|6031|67|428828|63
Cowley|Supreme Court Justice- 03|Lawton R. Nuss - NO|3004|33|257019|38
Cowley|Supreme Court Justice- 05|Marla J. Luckert  - YES|5996|67|428714|63
Cowley|Supreme Court Justice- 05|Marla J. Luckert - NO|3019|34|255057|37
Cowley|District Court Judge 019- 03|D-Mark W. Krusor|4538|45|4538|45
Cowley|District Court Judge 019- 03|R-LaDonna L. Lanning|5481|55|5481|55
Cowley|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|9193|92|710255|89
Cowley|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|834|8|91004|11
Cowley|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|5944|60|493764|62
Cowley|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|3964|40|297382|38
Crawford|United States Senate|D-Lisa Johnston|4054|38|215270|26
Crawford|United States Senate|L-Michael Wm. Dann|270|3|17437|2
Crawford|United States Senate|F-Joseph (Joe) K. Bellis|212|2|11356|1
Crawford|United States Senate|R-Jerry Moran|6165|58|578768|70
Crawford|United States House of Representatives 002|D-Cheryl Hudspeth|4561|42|65448|32
Crawford|United States House of Representatives 002|L-Robert Garrard|373|4|9166|5
Crawford|United States House of Representatives 002|R-Lynn Jenkins|5817|54|128083|63
Crawford|Governor / Lt. Governor|D-Tom Holland|4202|39|264214|32
Crawford|Governor / Lt. Governor|L-Andrew P. Gray|281|3|21932|3
Crawford|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|207|2|15050|2
Crawford|Governor / Lt. Governor|R-Sam Brownback|6167|57|522540|63
Crawford|Secretary of State|D-Chris Biggs|4719|44|302102|37
Crawford|Secretary of State|L-Phillip Horatio Lucas|294|3|16946|2
Crawford|Secretary of State|F-Derek Langseth|190|2|13482|2
Crawford|Secretary of State|R-Kris Kobach|5462|51|482979|59
Crawford|Attorney General|D-Steve Six|5087|48|342004|42
Crawford|Attorney General|L-Dennis Hawver|305|3|24000|3
Crawford|Attorney General|R-Derek Schmidt|5324|50|453629|55
Crawford|State Treasurer|D-Dennis McKinney|5741|54|334245|41
Crawford|State Treasurer|R-Ron Estes|4886|46|474175|59
Crawford|Kansas House of Representatives 002|D-Robert Bob Grant|2945|59|3509|54
Crawford|Kansas House of Representatives 002|L-Larry Monaghan|121|2|167|3
Crawford|Kansas House of Representatives 002|R-Jeffrey G. Jeff Locke|1923|39|2781|43
Crawford|Kansas House of Representatives 003|D-Julie Menghini|2476|49|2476|49
Crawford|Kansas House of Representatives 003|R-Terry Calloway|2628|52|2628|52
Crawford|Member, State Board of Education 009|D-Robert E. Medford|5577|53|22129|32
Crawford|Member, State Board of Education 009|R-Jana Shaver|4959|47|48156|69
Crawford|Supreme Court Justice- 01|Carol A. Beier  - YES|5408|59|439474|63
