County|Contest|Candidate|CountyVotes|CountyPercent|StateVotes|StatePercent
Dickinson|Secretary of State|D-Chris Biggs|2312|38|302102|37
Dickinson|Secretary of State|L-Phillip Horatio Lucas|103|2|16946|2
Dickinson|Secretary of State|F-Derek Langseth|79|1|13482|2
Dickinson|Secretary of State|R-Kris Kobach|3573|59|482979|59
Dickinson|Attorney General|D-Steve Six|2047|34|342004|42
Dickinson|Attorney General|L-Dennis Hawver|202|3|24000|3
Dickinson|Attorney General|R-Derek Schmidt|3849|63|453629|55
Dickinson|State Treasurer|D-Dennis McKinney|1923|32|334245|41
Dickinson|State Treasurer|R-Ron Estes|4005|68|474175|59
Dickinson|Kansas House of Representatives 108|D-Don Svaty|144|31|2787|39
Dickinson|Kansas House of Representatives 108|R-Steven C. Johnson|314|69|4282|61
Dickinson|Supreme Court Justice- 01|Carol A. Beier  - YES|3098|60|439474|63
Dickinson|Supreme Court Justice- 01|Carol A. Beier - NO|2057|40|256806|37
Dickinson|Supreme Court Justice- 02|Dan Biles  - YES|2926|58|424952|62
Dickinson|Supreme Court Justice- 02|Dan Biles - NO|2086|42|261169|38
Dickinson|Supreme Court Justice- 03|Lawton R. Nuss  - YES|3121|61|428828|63
Dickinson|Supreme Court Justice- 03|Lawton R. Nuss - NO|1985|39|257019|38
Dickinson|Supreme Court Justice- 05|Marla J. Luckert  - YES|2900|59|428714|63
Dickinson|Supreme Court Justice- 05|Marla J. Luckert - NO|2041|41|255057|37
Dickinson|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|5379|92|710255|89
Dickinson|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|487|8|91004|11
Dickinson|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|3667|64|493764|62
Dickinson|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|2100|36|297382|38
Doniphan|United States Senate|D-Lisa Johnston|406|18|215270|26
Doniphan|United States Senate|L-Michael Wm. Dann|51|2|17437|2
Doniphan|United States Senate|F-Joseph (Joe) K. Bellis|42|2|11356|1
Doniphan|United States Senate|R-Jerry Moran|1765|78|578768|70
Doniphan|United States House of Representatives 002|D-Cheryl Hudspeth|414|19|65448|32
Doniphan|United States House of Representatives 002|L-Robert Garrard|102|5|9166|5
Doniphan|United States House of Representatives 002|R-Lynn Jenkins|1692|77|128083|63
Doniphan|Governor / Lt. Governor|D-Tom Holland|443|19|264214|32
Doniphan|Governor / Lt. Governor|L-Andrew P. Gray|66|3|21932|3
Doniphan|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|46|2|15050|2
Doniphan|Governor / Lt. Governor|R-Sam Brownback|1728|76|522540|63
Doniphan|Secretary of State|D-Chris Biggs|482|22|302102|37
Doniphan|Secretary of State|L-Phillip Horatio Lucas|51|2|16946|2
Doniphan|Secretary of State|F-Derek Langseth|38|2|13482|2
Doniphan|Secretary of State|R-Kris Kobach|1637|74|482979|59
Doniphan|Attorney General|D-Steve Six|618|28|342004|42
Doniphan|Attorney General|L-Dennis Hawver|101|5|24000|3
Doniphan|Attorney General|R-Derek Schmidt|1510|68|453629|55
Doniphan|State Treasurer|D-Dennis McKinney|652|30|334245|41
Doniphan|State Treasurer|R-Ron Estes|1528|70|474175|59
Doniphan|Supreme Court Justice- 01|Carol A. Beier  - YES|925|52|439474|63
Doniphan|Supreme Court Justice- 01|Carol A. Beier - NO|870|49|256806|37
Doniphan|Supreme Court Justice- 02|Dan Biles  - YES|867|50|424952|62
Doniphan|Supreme Court Justice- 02|Dan Biles - NO|868|50|261169|38
Doniphan|Supreme Court Justice- 03|Lawton R. Nuss  - YES|870|50|428828|63
Doniphan|Supreme Court Justice- 03|Lawton R. Nuss - NO|884|50|257019|38
Doniphan|Supreme Court Justice- 05|Marla J. Luckert  - YES|893|51|428714|63
Doniphan|Supreme Court Justice- 05|Marla J. Luckert - NO|863|49|255057|37
Doniphan|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|2015|94|710255|89
Doniphan|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|130|6|91004|11
Doniphan|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1227|59|493764|62
Doniphan|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|867|41|297382|38
Douglas|United States Senate|D-Lisa Johnston|15720|49|215270|26
Douglas|United States Senate|L-Michael Wm. Dann|1172|4|17437|2
Douglas|United States Senate|F-Joseph (Joe) K. Bellis|286|1|11356|1
Douglas|United States Senate|R-Jerry Moran|14629|46|578768|70
Douglas|United States House of Representatives 002|D-Cheryl Hudspeth|7051|47|65448|32
Douglas|United States House of Representatives 002|L-Robert Garrard|605|4|9166|5
Douglas|United States House of Representatives 002|R-Lynn Jenkins|7479|49|128083|63
Douglas|United States House of Representatives 003|D-Stephene Moore|10087|61|87920|38
Douglas|United States House of Representatives 003|L-Jasmin Talbert|622|4|6669|3
Douglas|United States House of Representatives 003|R-Kevin Yoder|5910|36|134692|59
Douglas|Governor / Lt. Governor|D-Tom Holland|19264|60|264214|32
Douglas|Governor / Lt. Governor|L-Andrew P. Gray|787|2|21932|3
Douglas|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|287|1|15050|2
Douglas|Governor / Lt. Governor|R-Sam Brownback|11850|37|522540|63
Douglas|Secretary of State|D-Chris Biggs|18403|58|302102|37
Douglas|Secretary of State|L-Phillip Horatio Lucas|681|2|16946|2
Douglas|Secretary of State|F-Derek Langseth|338|1|13482|2
Douglas|Secretary of State|R-Kris Kobach|12433|39|482979|59
Douglas|Attorney General|D-Steve Six|22016|69|342004|42
Douglas|Attorney General|L-Dennis Hawver|802|3|24000|3
Douglas|Attorney General|R-Derek Schmidt|9137|29|453629|55
Douglas|State Treasurer|D-Dennis McKinney|19053|61|334245|41
Douglas|State Treasurer|R-Ron Estes|12104|39|474175|59
Douglas|Kansas House of Representatives 010|D-Tony Brown|2865|53|3576|47
Douglas|Kansas House of Representatives 010|R-Terri Lois Gregory|2545|47|4075|53
Douglas|Kansas House of Representatives 038|D-Roberta Eveslage|1705|43|4146|32
Douglas|Kansas House of Representatives 038|R-Anthony R. Brown|2295|57|8921|68
Douglas|Kansas House of Representatives 045|D-Linda Robinson|4584|44|4584|44
Douglas|Kansas House of Representatives 045|R-Tom Sloan|5890|56|5890|56
Douglas|Kansas House of Representatives 053|D-Ann E. Mah|380|59|5293|61
Douglas|Kansas House of Representatives 053|R-L.W. Abney|266|41|3414|39
Douglas|Kansas House of Representatives 059|D-Blossom W. Barth|214|39|1910|26
Douglas|Kansas House of Representatives 059|R-William R. Prescott|339|61|5385|74
Douglas|Member, State Board of Education 001|D-Janet Waugh|5645|54|34902|54
Douglas|Member, State Board of Education 001|R-Willie Dove|4747|46|29769|46
Douglas|Supreme Court Justice- 01|Carol A. Beier  - YES|19802|74|439474|63
Douglas|Supreme Court Justice- 01|Carol A. Beier - NO|7104|26|256806|37
Douglas|Supreme Court Justice- 02|Dan Biles  - YES|18997|72|424952|62
Douglas|Supreme Court Justice- 02|Dan Biles - NO|7373|28|261169|38
Douglas|Supreme Court Justice- 03|Lawton R. Nuss  - YES|18976|72|428828|63
Douglas|Supreme Court Justice- 03|Lawton R. Nuss - NO|7548|29|257019|38
Douglas|Supreme Court Justice- 05|Marla J. Luckert  - YES|19286|73|428714|63
Douglas|Supreme Court Justice- 05|Marla J. Luckert - NO|7141|27|255057|37
Douglas|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|23063|74|710255|89
Douglas|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|8122|26|91004|11
Douglas|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|21017|68|493764|62
Douglas|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|10084|32|297382|38
Edwards|United States Senate|D-Lisa Johnston|98|9|215270|26
Edwards|United States Senate|L-Michael Wm. Dann|21|2|17437|2
Edwards|United States Senate|F-Joseph (Joe) K. Bellis|10|1|11356|1
Edwards|United States Senate|R-Jerry Moran|917|88|578768|70
Edwards|United States House of Representatives 001|D-Alan Jilka|165|16|43385|23
Edwards|United States House of Representatives 001|L-Jack Warner|47|5|6415|3
Edwards|United States House of Representatives 001|R-Tim Huelskamp|836|80|140447|74
Edwards|Governor / Lt. Governor|D-Tom Holland|182|18|264214|32
Edwards|Governor / Lt. Governor|L-Andrew P. Gray|22|2|21932|3
Edwards|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|21|2|15050|2
Edwards|Governor / Lt. Governor|R-Sam Brownback|816|78|522540|63
Edwards|Secretary of State|D-Chris Biggs|275|27|302102|37
Edwards|Secretary of State|L-Phillip Horatio Lucas|17|2|16946|2
Edwards|Secretary of State|F-Derek Langseth|21|2|13482|2
Edwards|Secretary of State|R-Kris Kobach|714|70|482979|59
Edwards|Attorney General|D-Steve Six|323|31|342004|42
Edwards|Attorney General|L-Dennis Hawver|28|3|24000|3
Edwards|Attorney General|R-Derek Schmidt|693|66|453629|55
Edwards|State Treasurer|D-Dennis McKinney|562|55|334245|41
Edwards|State Treasurer|R-Ron Estes|458|45|474175|59
Edwards|Supreme Court Justice- 01|Carol A. Beier  - YES|508|59|439474|63
Edwards|Supreme Court Justice- 01|Carol A. Beier - NO|354|41|256806|37
Edwards|Supreme Court Justice- 02|Dan Biles  - YES|496|59|424952|62
Edwards|Supreme Court Justice- 02|Dan Biles - NO|345|41|261169|38
Edwards|Supreme Court Justice- 03|Lawton R. Nuss  - YES|522|62|428828|63
Edwards|Supreme Court Justice- 03|Lawton R. Nuss - NO|319|38|257019|38
Edwards|Supreme Court Justice- 05|Marla J. Luckert  - YES|490|59|428714|63
Edwards|Supreme Court Justice- 05|Marla J. Luckert - NO|338|41|255057|37
Edwards|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|950|95|710255|89
Edwards|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|47|5|91004|11
Edwards|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|624|63|493764|62
Edwards|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|369|37|297382|38
Elk|United States Senate|D-Lisa Johnston|161|14|215270|26
Elk|United States Senate|L-Michael Wm. Dann|22|2|17437|2
Elk|United States Senate|F-Joseph (Joe) K. Bellis|15|1|11356|1
Elk|United States Senate|R-Jerry Moran|930|82|578768|70
Elk|United States House of Representatives 004|D-Raj Goyle|304|27|71866|36
Elk|United States House of Representatives 004|L-Shawn Smith|36|3|4487|2
Elk|United States House of Representatives 004|F-Susan G. Ducey|38|3|4885|3
Elk|United States House of Representatives 004|R-Mike Pompeo|745|66|117171|59
Elk|Governor / Lt. Governor|D-Tom Holland|211|19|264214|32
Elk|Governor / Lt. Governor|L-Andrew P. Gray|30|3|21932|3
Elk|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|45|4|15050|2
Elk|Governor / Lt. Governor|R-Sam Brownback|851|75|522540|63
Elk|Secretary of State|D-Chris Biggs|278|25|302102|37
Elk|Secretary of State|L-Phillip Horatio Lucas|48|4|16946|2
Elk|Secretary of State|F-Derek Langseth|28|3|13482|2
Elk|Secretary of State|R-Kris Kobach|750|68|482979|59
Elk|Attorney General|D-Steve Six|240|26|342004|42
Elk|Attorney General|L-Dennis Hawver|36|4|24000|3
Elk|Attorney General|R-Derek Schmidt|661|71|453629|55
Elk|State Treasurer|D-Dennis McKinney|348|32|334245|41
Elk|State Treasurer|R-Ron Estes|752|68|474175|59
Elk|Kansas House of Representatives 012|D-Troy Bell|180|16|854|15
Elk|Kansas House of Representatives 012|R-Jeff King|951|84|4811|85
Elk|Member, State Board of Education 009|D-Robert E. Medford|185|17|22129|32
Elk|Member, State Board of Education 009|R-Jana Shaver|897|83|48156|69
Elk|Supreme Court Justice- 01|Carol A. Beier  - YES|565|62|439474|63
Elk|Supreme Court Justice- 01|Carol A. Beier - NO|347|38|256806|37
Elk|Supreme Court Justice- 02|Dan Biles  - YES|532|60|424952|62
Elk|Supreme Court Justice- 02|Dan Biles - NO|354|40|261169|38
Elk|Supreme Court Justice- 03|Lawton R. Nuss  - YES|554|62|428828|63
Elk|Supreme Court Justice- 03|Lawton R. Nuss - NO|337|38|257019|38
Elk|Supreme Court Justice- 05|Marla J. Luckert  - YES|534|61|428714|63
Elk|Supreme Court Justice- 05|Marla J. Luckert - NO|342|39|255057|37
Elk|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|1045|96|710255|89
Elk|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|39|4|91004|11
Elk|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|681|63|493764|62
Elk|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|393|37|297382|38
Ellis|United States Senate|D-Lisa Johnston|843|10|215270|26
Ellis|United States Senate|L-Michael Wm. Dann|81|1|17437|2
Ellis|United States Senate|F-Joseph (Joe) K. Bellis|45|1|11356|1
Ellis|United States Senate|R-Jerry Moran|7730|89|578768|70
Ellis|United States House of Representatives 001|D-Alan Jilka|2293|27|43385|23
Ellis|United States House of Representatives 001|L-Jack Warner|220|3|6415|3
Ellis|United States House of Representatives 001|R-Tim Huelskamp|5933|70|140447|74
Ellis|Governor / Lt. Governor|D-Tom Holland|2193|25|264214|32
Ellis|Governor / Lt. Governor|L-Andrew P. Gray|196|2|21932|3
Ellis|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|121|1|15050|2
Ellis|Governor / Lt. Governor|R-Sam Brownback|6112|71|522540|63
Ellis|Secretary of State|D-Chris Biggs|3057|37|302102|37
Ellis|Secretary of State|L-Phillip Horatio Lucas|172|2|16946|2
Ellis|Secretary of State|F-Derek Langseth|121|2|13482|2
Ellis|Secretary of State|R-Kris Kobach|4906|59|482979|59
Ellis|Attorney General|D-Steve Six|3451|40|342004|42
Ellis|Attorney General|L-Dennis Hawver|191|2|24000|3
Ellis|Attorney General|R-Derek Schmidt|4897|57|453629|55
Ellis|State Treasurer|D-Dennis McKinney|3493|42|334245|41
Ellis|State Treasurer|R-Ron Estes|4798|58|474175|59
Ellis|Supreme Court Justice- 01|Carol A. Beier  - YES|4941|69|439474|63
Ellis|Supreme Court Justice- 01|Carol A. Beier - NO|2261|31|256806|37
Ellis|Supreme Court Justice- 02|Dan Biles  - YES|4752|67|424952|62
Ellis|Supreme Court Justice- 02|Dan Biles - NO|2339|33|261169|38
Ellis|Supreme Court Justice- 03|Lawton R. Nuss  - YES|4941|69|428828|63
Ellis|Supreme Court Justice- 03|Lawton R. Nuss - NO|2200|31|257019|38
Ellis|Supreme Court Justice- 05|Marla J. Luckert  - YES|4784|68|428714|63
Ellis|Supreme Court Justice- 05|Marla J. Luckert - NO|2307|33|255057|37
Ellis|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|7715|92|710255|89
Ellis|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|708|8|91004|11
Ellis|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|5199|63|493764|62
Ellis|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|3063|37|297382|38
Ellsworth|United States Senate|D-Lisa Johnston|246|11|215270|26
Ellsworth|United States Senate|L-Michael Wm. Dann|38|2|17437|2
Ellsworth|United States Senate|F-Joseph (Joe) K. Bellis|16|1|11356|1
Ellsworth|United States Senate|R-Jerry Moran|1915|87|578768|70
Ellsworth|United States House of Representatives 001|D-Alan Jilka|634|29|43385|23
Ellsworth|United States House of Representatives 001|L-Jack Warner|62|3|6415|3
Ellsworth|United States House of Representatives 001|R-Tim Huelskamp|1514|69|140447|74
Ellsworth|Governor / Lt. Governor|D-Tom Holland|515|23|264214|32
Ellsworth|Governor / Lt. Governor|L-Andrew P. Gray|54|2|21932|3
Ellsworth|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|55|3|15050|2
Ellsworth|Governor / Lt. Governor|R-Sam Brownback|1581|72|522540|63
Ellsworth|Secretary of State|D-Chris Biggs|780|36|302102|37
Ellsworth|Secretary of State|L-Phillip Horatio Lucas|43|2|16946|2
Ellsworth|Secretary of State|F-Derek Langseth|51|2|13482|2
Ellsworth|Secretary of State|R-Kris Kobach|1269|59|482979|59
Ellsworth|Attorney General|D-Steve Six|860|39|342004|42
Ellsworth|Attorney General|L-Dennis Hawver|65|3|24000|3
Ellsworth|Attorney General|R-Derek Schmidt|1273|58|453629|55
Ellsworth|State Treasurer|D-Dennis McKinney|866|41|334245|41
Ellsworth|State Treasurer|R-Ron Estes|1260|59|474175|59
Ellsworth|Kansas House of Representatives 108|D-Don Svaty|1144|52|2787|39
Ellsworth|Kansas House of Representatives 108|R-Steven C. Johnson|1068|48|4282|61
Ellsworth|Supreme Court Justice- 01|Carol A. Beier  - YES|1183|67|439474|63
Ellsworth|Supreme Court Justice- 01|Carol A. Beier - NO|592|33|256806|37
Ellsworth|Supreme Court Justice- 02|Dan Biles  - YES|1118|65|424952|62
Ellsworth|Supreme Court Justice- 02|Dan Biles - NO|611|35|261169|38
Ellsworth|Supreme Court Justice- 03|Lawton R. Nuss  - YES|1268|71|428828|63
Ellsworth|Supreme Court Justice- 03|Lawton R. Nuss - NO|524|29|257019|38
Ellsworth|Supreme Court Justice- 05|Marla J. Luckert  - YES|1124|66|428714|63
Ellsworth|Supreme Court Justice- 05|Marla J. Luckert - NO|587|34|255057|37
Ellsworth|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|1941|94|710255|89
Ellsworth|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|131|6|91004|11
Ellsworth|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1324|64|493764|62
Ellsworth|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|735|36|297382|38
Finney|United States Senate|D-Lisa Johnston|843|13|215270|26
Finney|United States Senate|L-Michael Wm. Dann|119|2|17437|2
Finney|United States Senate|F-Joseph (Joe) K. Bellis|78|1|11356|1
Finney|United States Senate|R-Jerry Moran|5316|84|578768|70
Finney|United States House of Representatives 001|D-Alan Jilka|1294|21|43385|23
Finney|United States House of Representatives 001|L-Jack Warner|232|4|6415|3
Finney|United States House of Representatives 001|R-Tim Huelskamp|4800|76|140447|74
Finney|Governor / Lt. Governor|D-Tom Holland|1231|20|264214|32
Finney|Governor / Lt. Governor|L-Andrew P. Gray|175|3|21932|3
Finney|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|96|2|15050|2
Finney|Governor / Lt. Governor|R-Sam Brownback|4826|76|522540|63
Finney|Secretary of State|D-Chris Biggs|1611|26|302102|37
Finney|Secretary of State|L-Phillip Horatio Lucas|120|2|16946|2
Finney|Secretary of State|F-Derek Langseth|108|2|13482|2
Finney|Secretary of State|R-Kris Kobach|4370|70|482979|59
Finney|Attorney General|D-Steve Six|1901|30|342004|42
Finney|Attorney General|L-Dennis Hawver|183|3|24000|3
Finney|Attorney General|R-Derek Schmidt|4223|67|453629|55
Finney|State Treasurer|D-Dennis McKinney|2152|35|334245|41
Finney|State Treasurer|R-Ron Estes|4088|66|474175|59
Finney|Supreme Court Justice- 01|Carol A. Beier  - YES|3434|62|439474|63
Finney|Supreme Court Justice- 01|Carol A. Beier - NO|2079|38|256806|37
Finney|Supreme Court Justice- 02|Dan Biles  - YES|3258|61|424952|62
Finney|Supreme Court Justice- 02|Dan Biles - NO|2118|39|261169|38
Finney|Supreme Court Justice- 03|Lawton R. Nuss  - YES|3352|62|428828|63
Finney|Supreme Court Justice- 03|Lawton R. Nuss - NO|2035|38|257019|38
Finney|Supreme Court Justice- 05|Marla J. Luckert  - YES|3268|61|428714|63
Finney|Supreme Court Justice- 05|Marla J. Luckert - NO|2097|39|255057|37
Finney|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|5435|92|710255|89
Finney|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|505|9|91004|11
Finney|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|3389|58|493764|62
Finney|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|2466|42|297382|38
Ford|United States Senate|D-Lisa Johnston|902|15|215270|26
Ford|United States Senate|L-Michael Wm. Dann|119|2|17437|2
Ford|United States Senate|F-Joseph (Joe) K. Bellis|74|1|11356|1
Ford|United States Senate|R-Jerry Moran|5085|82|578768|70
Ford|United States House of Representatives 001|D-Alan Jilka|1304|21|43385|23
Ford|United States House of Representatives 001|L-Jack Warner|333|5|6415|3
Ford|United States House of Representatives 001|R-Tim Huelskamp|4524|73|140447|74
Ford|Governor / Lt. Governor|D-Tom Holland|1311|21|264214|32
Ford|Governor / Lt. Governor|L-Andrew P. Gray|139|2|21932|3
Ford|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|85|1|15050|2
Ford|Governor / Lt. Governor|R-Sam Brownback|4632|75|522540|63
Ford|Secretary of State|D-Chris Biggs|1673|28|302102|37
Ford|Secretary of State|L-Phillip Horatio Lucas|147|2|16946|2
Ford|Secretary of State|F-Derek Langseth|120|2|13482|2
Ford|Secretary of State|R-Kris Kobach|4064|68|482979|59
Ford|Attorney General|D-Steve Six|2091|34|342004|42
Ford|Attorney General|L-Dennis Hawver|202|3|24000|3
Ford|Attorney General|R-Derek Schmidt|3826|63|453629|55
Ford|State Treasurer|D-Dennis McKinney|2697|45|334245|41
Ford|State Treasurer|R-Ron Estes|3370|56|474175|59
Ford|Kansas House of Representatives 116|D-Patrick J. Maloney|50|17|3217|43
Ford|Kansas House of Representatives 116|R-Kyle D. Hoffman|240|83|4208|57
Ford|Kansas House of Representatives 119|D-Rebecca Escalante|681|15|681|15
Ford|Kansas House of Representatives 119|R-Pat George|3750|85|3750|85
Ford|Supreme Court Justice- 01|Carol A. Beier  - YES|3414|65|439474|63
Ford|Supreme Court Justice- 01|Carol A. Beier - NO|1813|35|256806|37
Ford|Supreme Court Justice- 02|Dan Biles  - YES|3333|65|424952|62
Ford|Supreme Court Justice- 02|Dan Biles - NO|1825|35|261169|38
Ford|Supreme Court Justice- 03|Lawton R. Nuss  - YES|3418|66|428828|63
Ford|Supreme Court Justice- 03|Lawton R. Nuss - NO|1747|34|257019|38
Ford|Supreme Court Justice- 05|Marla J. Luckert  - YES|3261|64|428714|63
Ford|Supreme Court Justice- 05|Marla J. Luckert - NO|1847|36|255057|37
Ford|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|5604|92|710255|89
Ford|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|510|8|91004|11
Ford|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|3795|64|493764|62
Ford|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|2145|36|297382|38
Franklin|United States Senate|D-Lisa Johnston|1647|22|215270|26
Franklin|United States Senate|L-Michael Wm. Dann|340|5|17437|2
Franklin|United States Senate|F-Joseph (Joe) K. Bellis|123|2|11356|1
Franklin|United States Senate|R-Jerry Moran|5409|72|578768|70
Franklin|United States House of Representatives 002|D-Cheryl Hudspeth|1729|23|65448|32
Franklin|United States House of Representatives 002|L-Robert Garrard|470|6|9166|5
Franklin|United States House of Representatives 002|R-Lynn Jenkins|5267|71|128083|63
Franklin|Governor / Lt. Governor|D-Tom Holland|2330|31|264214|32
Franklin|Governor / Lt. Governor|L-Andrew P. Gray|236|3|21932|3
Franklin|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|153|2|15050|2
Franklin|Governor / Lt. Governor|R-Sam Brownback|4791|64|522540|63
Franklin|Secretary of State|D-Chris Biggs|2163|29|302102|37
Franklin|Secretary of State|L-Phillip Horatio Lucas|194|3|16946|2
Franklin|Secretary of State|F-Derek Langseth|141|2|13482|2
Franklin|Secretary of State|R-Kris Kobach|4935|66|482979|59
Franklin|Attorney General|D-Steve Six|2926|39|342004|42
Franklin|Attorney General|L-Dennis Hawver|308|4|24000|3
Franklin|Attorney General|R-Derek Schmidt|4273|57|453629|55
Franklin|State Treasurer|D-Dennis McKinney|2843|38|334245|41
Franklin|State Treasurer|R-Ron Estes|4554|62|474175|59
Franklin|Kansas House of Representatives 010|D-Tony Brown|711|32|3576|47
Franklin|Kansas House of Representatives 010|R-Terri Lois Gregory|1530|68|4075|53
Franklin|Kansas House of Representatives 059|D-Blossom W. Barth|330|26|1910|26
Franklin|Kansas House of Representatives 059|R-William R. Prescott|921|74|5385|74
Franklin|Member, State Board of Education 009|D-Robert E. Medford|127|33|22129|32
Franklin|Member, State Board of Education 009|R-Jana Shaver|263|67|48156|69
Franklin|Supreme Court Justice- 01|Carol A. Beier  - YES|3428|51|439474|63
Franklin|Supreme Court Justice- 01|Carol A. Beier - NO|3268|49|256806|37
Franklin|Supreme Court Justice- 02|Dan Biles  - YES|3252|50|424952|62
Franklin|Supreme Court Justice- 02|Dan Biles - NO|3314|51|261169|38
Franklin|Supreme Court Justice- 03|Lawton R. Nuss  - YES|3302|50|428828|63
Franklin|Supreme Court Justice- 03|Lawton R. Nuss - NO|3287|50|257019|38
Franklin|Supreme Court Justice- 05|Marla J. Luckert  - YES|3373|51|428714|63
Franklin|Supreme Court Justice- 05|Marla J. Luckert - NO|3280|49|255057|37
Franklin|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|6756|92|710255|89
Franklin|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|603|8|91004|11
Franklin|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|4481|62|493764|62
Franklin|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|2797|38|297382|38
Geary|United States Senate|D-Lisa Johnston|1310|27|215270|26
Geary|United States Senate|L-Michael Wm. Dann|88|2|17437|2
Geary|United States Senate|F-Joseph (Joe) K. Bellis|74|2|11356|1
Geary|United States Senate|R-Jerry Moran|3327|69|578768|70
Geary|United States House of Representatives 001|D-Alan Jilka|1527|33|43385|23
Geary|United States House of Representatives 001|L-Jack Warner|152|3|6415|3
Geary|United States House of Representatives 001|R-Tim Huelskamp|2985|64|140447|74
Geary|United States House of Representatives 002|D-Cheryl Hudspeth|3|13|65448|32
Geary|United States House of Representatives 002|L-Robert Garrard|0|0|9166|5
Geary|United States House of Representatives 002|R-Lynn Jenkins|21|88|128083|63
Geary|Governor / Lt. Governor|D-Tom Holland|1526|32|264214|32
Geary|Governor / Lt. Governor|L-Andrew P. Gray|116|2|21932|3
Geary|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|71|2|15050|2
Geary|Governor / Lt. Governor|R-Sam Brownback|3089|64|522540|63
Geary|Secretary of State|D-Chris Biggs|2816|58|302102|37
Geary|Secretary of State|L-Phillip Horatio Lucas|60|1|16946|2
Geary|Secretary of State|F-Derek Langseth|46|1|13482|2
Geary|Secretary of State|R-Kris Kobach|1897|39|482979|59
Geary|Attorney General|D-Steve Six|2147|45|342004|42
Geary|Attorney General|L-Dennis Hawver|112|2|24000|3
Geary|Attorney General|R-Derek Schmidt|2542|53|453629|55
Geary|State Treasurer|D-Dennis McKinney|1949|41|334245|41
Geary|State Treasurer|R-Ron Estes|2779|59|474175|59
Geary|Kansas House of Representatives 065|D-Larry Hicks|1647|44|1715|42
Geary|Kansas House of Representatives 065|R-James P. Fawcett|2140|57|2339|58
Geary|Supreme Court Justice- 01|Carol A. Beier  - YES|2934|69|439474|63
Geary|Supreme Court Justice- 01|Carol A. Beier - NO|1306|31|256806|37
Geary|Supreme Court Justice- 02|Dan Biles  - YES|2824|67|424952|62
Geary|Supreme Court Justice- 02|Dan Biles - NO|1373|33|261169|38
Geary|Supreme Court Justice- 03|Lawton R. Nuss  - YES|2846|68|428828|63
Geary|Supreme Court Justice- 03|Lawton R. Nuss - NO|1348|32|257019|38
Geary|Supreme Court Justice- 05|Marla J. Luckert  - YES|2860|68|428714|63
Geary|Supreme Court Justice- 05|Marla J. Luckert - NO|1337|32|255057|37
